specimen_id,MS_institution_code,iDB_institution_code,MS_collection_code,iDB_collection_code,MS_catalog_number,iDB_catalog_number,MS_genus,iDB_genus,MS_species,iDB_species
3513,UF,uf,H,herp,104862,104862,Peltophryne,peltophryne,guentheri,guentheri
3518,UF,uf,H,herp,156936,156936,Desmognathus,desmognathus,auriculatus,auriculatus
3519,USNM,usnm,,mammals,124646,124646,Varecia,varecia,variegata,variegata
3520,USNM,usnm,,paleobiology,503392,pal503392,Varecia,,variegata,
3521,UF,uf,H,herp,39140,39140,Atelopus,atelopus,ignescens,ignescens
3522,USNM,usnm,,mammals,516199,516199,Varecia,stenocephalemys,variegata,albipes
3523,AMNH,amnh,M,mammals,100535,m-100535,Hapalemur,hapalemur,griseus,griseus
3524,AMNH,amnh,M,mammals,100536,m-100536,Hapalemur,hapalemur,griseus,griseus
3525,AMNH,amnh,M,mammals,100628,m-100628,Hapalemur,hapalemur,griseus,griseus
3526,UF,uf,H,herp,156938,156938,Desmognathus,desmognathus,auriculatus,auriculatus
3527,AMNH,amnh,M,mammals,100630,m-100630,Hapalemur,hapalemur,griseus,griseus
3528,AMNH,amnh,M,mammals,100823,m-100823,Hapalemur,hapalemur,griseus,griseus
3529,AMNH,amnh,M,mammals,170668,m-170668,Hapalemur,hapalemur,griseus,griseus
3530,AMNH,amnh,M,mammals,170669,m-170669,Hapalemur,hapalemur,griseus,griseus
3531,AMNH,amnh,M,mammals,170672,m-170672,Hapalemur,hapalemur,griseus,griseus
3532,AMNH,amnh,M,mammals,170682,m-170682,Hapalemur,hapalemur,griseus,griseus
3533,AMNH,amnh,M,mammals,170687,m-170687,Hapalemur,hapalemur,griseus,griseus
3534,AMNH,amnh,M,mammals,170558,m-170558,Lepilemur,lepilemur,mustelinus,mustelinus
3535,AMNH,amnh,M,mammals,170553,m-170553,Lepilemur,lepilemur,mustelinus,mustelinus
3536,UF,uf,H,herp,157813,157813,Desmognathus,desmognathus,apalachicolae,apalachicolae
3537,UF,uf,H,herp,157832,157832,Desmognathus,desmognathus,apalachicolae,apalachicolae
3555,AMNH,amnh,M,mammals,170561,m-170561,Lepilemur,lepilemur,mustelinus,mustelinus
3556,AMNH,amnh,M,mammals,170573,m-170573,Lepilemur,lepilemur,mustelinus,mustelinus
3557,AMNH,amnh,M,mammals,170467,m-170467,Propithecus,propithecus,verreauxi,verreauxi
3558,AMNH,amnh,M,mammals,103369,m-103369,Nasalis,simias,concolor,concolor
3559,UF,uf,H,herp,137287,137287,Anotheca,anotheca,spinosa,spinosa
3561,AMNH,amnh,M,mammals,170470,m-170470,Propithecus,propithecus,verreauxi,verreauxi
3562,AMNH,amnh,M,mammals,170473,m-170473,Propithecus,propithecus,verreauxi,verreauxi
3563,AMNH,amnh,M,mammals,170489,m-170489,Propithecus,propithecus,verreauxi,verreauxi
3564,UCMP,ucmp,,v,218338,218338,Omomyidae,,incertae sedis,
3566,UCMP,ucmp,,v,63183,63183,Adapidae,adapis,incertae sedis,parisiensis
3567,UCMP,ucmp,,v,118293,118293,Arapahovius,arapahovius,gazini,gazini
3568,UCMP,ucmp,,v,118498,118498,Arapahovius,arapahovius,gazini,gazini
3570,UF,uf,H,herp,123993,123993,Siren,siren,intermedia,intermedia
3571,UCMP,ucmp,,v,118499,118499,Arapahovius,arapahovius,gazini,gazini
3572,UCMP,ucmp,,v,118500,118500,Arapahovius,arapahovius,gazini,gazini
3573,UCMP,ucmp,,v,118502,118502,Arapahovius,arapahovius,gazini,
3574,UCMP,ucmp,,v,118501,118501,Arapahovius,arapahovius,gazini,gazini
3575,UCMP,ucmp,,v,118503,118503,Arapahovius,arapahovius,gazini,
3576,UCMP,ucmp,,v,119114,119114,Tetonius,omomyia,homunculus,
3577,UCMP,ucmp,,v,134984,134984,Omomyidae,omomyia,incertae sedis,
3578,UCMP,ucmp,,v,134989,134989,Omomyidae,omomyia,incertae sedis,
3579,UCMP,ucmp,,v,134990,134990,Adapidae,,incertae sedis,
3580,UCMP,ucmp,,v,134991,134991,Omomyidae,omomyia,incertae sedis,
3581,UCMP,ucmp,,v,134993,134993,Omomyidae,omomyia,incertae sedis,
3582,UCMP,ucmp,,v,135001,135001,Adapidae,,incertae sedis,
3583,UCMP,ucmp,,v,142016,142016,Tetonius,tetonius,homunculus,
3584,UCMP,ucmp,,v,142017,142017,Arapahovius,arapahovius,gazini,
3585,UCMP,ucmp,,v,142018,142018,Tetonius,tetonius,homunculus,
3586,UCMP,ucmp,,v,142019,142019,Arapahovius,arapahovius,gazini,
3587,UCMP,ucmp,,v,142020,142020,Arapahovius,arapahovius,gazini,
3588,UCMP,ucmp,,v,142021,142021,Arapahovius,arapahovius,gazini,
3589,UCMP,ucmp,,v,142022,142022,Omomyidae,arapahovius,incertae sedis,
3590,UCMP,ucmp,,v,142023,142023,Arapahovius,arapahovius,gazini,
3591,UCMP,ucmp,,v,142024,142024,Arapahovius,arapahovius,gazini,
3592,UCMP,ucmp,,v,142025,142025,Omomyidae,arapahovius,incertae sedis,
3596,UCMP,ucmp,,v,137167,137167,Amblyrhynchus,amblyrhynchus,cristatus,cristatus
3598,UCMP,ucmp,,v,137748,137748,Basiliscus,basiliscus,vittatus,vittatus
3600,USNM,usnm,,paleobiology,256584,pal256584,Cedromus,cedromus,wilsoni,wilsoni
3601,AMNH,amnh,,mammals,240290,m-240290,Glaucomys,glaucomys,volans,volans
3603,USNM,usnm,,paleobiology,294865,pal294865,Callosciurus,cretolamna,sp,sp
3604,USNM,usnm,,paleobiology,298500,pal298500,Eutamias,aetobatus,minimus,arcuatus
3605,USNM,usnm,,paleobiology,367956,pal367956,Paraxerus,physeterula,cepapi,sp
3606,USNM,usnm,,paleobiology,378091,pal378091,Heliosciurus,genus,rufobrachium,sp
3610,UCMP,ucmp,,v,68040,68040,Conolophus,conolophus,subcristatus,subcristatus
3612,UCMP,ucmp,V,v,218405,218405,Omomyidae,,incertae sedis,
3613,UCMP,ucmp,v,v,218406,218406,Omomyidae,,incertae sedis,
3614,UCMP,ucmp,,v,142026,142026,Arapahovius,arapahovius,gazini,
3615,UCMP,ucmp,,v,123057,123057,Corytophanes,corytophanes,percarinatus,
3616,UCMP,ucmp,,v,147244,147244,Omomyidae,,incertae sedis,
3617,UCMP,ucmp,,v,147529,147529,Omomyidae,omomyia,incertae sedis,
3618,UCMP,ucmp,,v,147530,147530,Omomyidae,omomyia,incertae sedis,
3619,UCMP,ucmp,,v,147531,147531,Adapidae,,incertae sedis,
3620,UCMP,ucmp,,v,147533,147533,Adapidae,,incertae sedis,
3621,UCMP,ucmp,,v,147534,147534,Adapidae,,incertae sedis,
3623,UCMP,ucmp,,v,147536,147536,Omomyidae,omomyia,incertae sedis,
3624,UCMP,ucmp,,v,147537,147537,Omomyidae,omomyia,incertae sedis,
3625,UCMP,ucmp,,v,147538,147538,Omomyidae,omomyia,incertae sedis,
3626,UCMP,ucmp,,v,173038,173038,Arapahovius,omomyia,gazini,
3627,UCMP,ucmp,,v,173135,173135,Omomyidae,omomyia,incertae sedis,
3628,UCMP,ucmp,,v,173136,173136,Omomyidae,omomyia,incertae sedis,
3629,UCMP,ucmp,,v,173137,173137,Omomyidae,omomyia,incertae sedis,
3630,UCMP,ucmp,,v,173449,173449,Tetonius,omomyia,homunculus,
3631,UCMP,ucmp,,v,173450,173450,Tetonius,omomyia,homunculus,
3632,UCMP,ucmp,,v,173465,173465,Adapidae,,incertae sedis,
3633,UCMP,ucmp,,v,173468,173468,Omomyidae,omomyia,incertae sedis,
3634,UCMP,ucmp,,v,173469,173469,Omomyidae,omomyia,incertae sedis,
3635,UCMP,ucmp,,v,173470,173470,Omomyidae,omomyia,incertae sedis,
3636,UCMP,ucmp,,v,173471,173471,Omomyidae,omomyia,incertae sedis,
3638,UCMP,ucmp,,v,173472,173472,Omomyidae,omomyia,incertae sedis,
3639,UCMP,ucmp,,v,173473,173473,Omomyidae,omomyia,incertae sedis,
3640,UCMP,ucmp,,v,173474,173474,Omomyidae,omomyia,incertae sedis,
3641,UCMP,ucmp,,v,173475,173475,Omomyidae,omomyia,incertae sedis,
3642,UCMP,ucmp,,v,173476,173476,Omomyidae,omomyia,incertae sedis,
3644,UCMP,ucmp,,v,173477,173477,Omomyidae,omomyia,incertae sedis,
3646,UCMP,ucmp,,v,141134,141134,Crotaphytus,crotaphytus,collaris,collaris
3647,UCMP,ucmp,,v,173479,173479,Omomyidae,omomyia,incertae sedis,
3648,UCMP,ucmp,,v,173480,173480,Omomyidae,omomyia,incertae sedis,
3650,UCMP,ucmp,,v,173481,173481,Omomyidae,omomyia,incertae sedis,
3651,UCMP,ucmp,,v,173482,173482,Arapahovius,omomyia,gazini,
3652,UCMP,ucmp,,v,123055,123055,Cyclura,cyclura,cornuta,cornuta
3654,UCMP,ucmp,,v,173483,173483,Omomyidae,omomyia,incertae sedis,
3655,UCMP,ucmp,,v,173719,173719,Adapidae,,incertae sedis,
3656,UCMP,ucmp,,v,173723,173723,Arapahovius,tetonius,gazini,
3657,UCMP,ucmp,,v,175298,175298,Omomyidae,omomyia,incertae sedis,
3658,UCMP,ucmp,,v,217913,217913,Adapidae,,incertae sedis,
3659,UCMP,ucmp,,v,217915,217915,Omomyidae,,incertae sedis,
3660,UCMP,ucmp,,v,217916,217916,Omomyidae,,incertae sedis,
3661,UCMP,ucmp,,v,217919,217919,Omomyidae,,incertae sedis,
3662,UCMP,ucmp,,v,217920,217920,,,,
3663,UCMP,ucmp,,v,217922,217922,Omomyidae,,incertae sedis,
3664,UCMP,ucmp,,v,217935,217935,Omomyidae,,incertae sedis,
3665,UCMP,ucmp,,v,217941,217941,Adapidae,,incertae sedis,
3666,UCMP,ucmp,,v,217942,217942,Adapidae,,incertae sedis,
3667,UCMP,ucmp,,v,217943,217943,Adapidae,,incertae sedis,
3668,UCMP,ucmp,,v,217971,217971,Adapidae,,incertae sedis,
3670,UCMP,ucmp,,v,217977,217977,Omomyidae,,incertae sedis,
3674,UCMP,ucmp,,v,217995,217995,Omomyidae,,incertae sedis,
3676,UCMP,ucmp,,v,217999,217999,Tetonius,,matthewi,
3677,UCMP,ucmp,,v,218000,218000,Arapahovius,,gazini,
3678,UCMP,ucmp,,v,218111,218111,Omomyidae,,incertae sedis,
3679,USNM,usnm,,paleobiology,481178,pal481178,Peromyscus,genus,pulverulenus,sp
3680,UCMP,ucmp,,v,218112,218112,,,,
3681,UCMP,ucmp,,v,218118,218118,,,,
3682,USNM,usnm,,paleobiology,481190,pal481190,Aeromys,pentremitidea,tephromelas,sp
3683,UCMP,ucmp,,v,218119,218119,,,,
3685,UCMP,ucmp,,v,218123,218123,Omomyidae,,incertae sedis,
3686,USNM,usnm,,paleobiology,488104,pal488104,Ratufa,makaira,affinis,nigricans
3687,UCMP,ucmp,,v,218129,218129,Omomyidae,,incertae sedis,
3688,MCZ,mcz,,mamm,33105,33105,Egernia,miniopterus,stokesii,australis
3689,USNM,usnm,,paleobiology,488511,pal488511,Rhinosciurus,assimulia,laticaudatus,fracta
3690,UCMP,ucmp,,v,218139,218139,Adapidae,,incertae sedis,
3691,UCMP,ucmp,,v,218154,218154,Omomyidae,,incertae sedis,
3693,UCMP,ucmp,,v,218157,218157,Omomyidae,,incertae sedis,
3694,UCMP,ucmp,,v,218159,218159,Omomyidae,,incertae sedis,
3695,USNM,usnm,,paleobiology,488639,pal488639,Hylopetes,thaumatomma,spadiceus,permiana
3696,UCMP,ucmp,,v,218160,218160,Omomyidae,,incertae sedis,
3697,USNM,usnm,,paleobiology,488674,pal488674,Petinomys,thaumatomma,setosus,procax
3698,UCMP,ucmp,,v,218166,218166,Omomyidae,,incertae sedis,
3699,USNM,usnm,,paleobiology,549146,pal549146,Tamiasciurus,,hudsonicus,
3700,UCMP,ucmp,,v,218181,218181,Omomyidae,,incertae sedis,
3701,USNM,usnm,,paleobiology,589079,pal589079,Petaurista,,petaurista,
3702,UCMP,ucmp,,v,218183,218183,Omomyidae,,incertae sedis,
3705,UCMP,ucmp,,v,218242,218242,Omomyidae,,incertae sedis,
3706,UCMP,ucmp,,v,218245,218245,Incertae,,sedis,
3708,UCMP,ucmp,,v,218246,218246,Incertae,,sedis,
3709,UCMP,ucmp,,v,218247,218247,Omomyidae,,incertae sedis,
3710,UCMP,ucmp,,v,218268,218268,Omomyidae,,incertae sedis,
3711,UCMP,ucmp,,v,218271,218271,Omomyidae,,incertae sedis,
3712,UCMP,ucmp,,v,137878,137878,Gerrhosaurus,gerrhosaurus,major,major
3713,UCMP,ucmp,,v,218272,218272,Omomyidae,,incertae sedis,
3714,UCMP,ucmp,,v,218280,218280,Omomyidae,,incertae sedis,
3717,UCMP,ucmp,,v,218293,218293,Omomyidae,,incertae sedis,
3718,UCMP,ucmp,,v,218304,218304,Omomyidae,,incertae sedis,
3719,UCMP,ucmp,,v,218310,218310,Omomyidae,,incertae sedis,
3720,UF,uf,H,herp,37924,37924,Pipa,pipa,parva,parva
3722,UCMP,ucmp,,v,218328,218328,Adapidae,,incertae sedis,
3723,UCMP,ucmp,,v,218366,218366,Omomyidae,,incertae sedis,
3724,UCMP,ucmp,,v,218368,218368,Omomyidae,,incertae sedis,
3725,UCMP,ucmp,,v,218379,218379,,,,
3727,UCMP,ucmp,,v,218399,218399,Omomyidae,,incertae sedis,
3729,UCMP,ucmp,,v,123051,123051,Iguana,iguana,iguana,iguana
3733,UF,uf,H,herp,96648,96648,Bombina,bombina,maxima,maxima
3735,UF,uf,H,herp,72725,72725,Brachycephalus,brachycephalus,ephippium,ephippium
3736,UCMP,ucmp,,v,141136,141136,Microlophus,microlophus,peruvianus,peruvianus
3737,USNM,usnm,,paleobiology,300660,pal300660,Paleosuchus,onychodus,trigonatus,sp
3738,UF,uf,H,herp,63183,63183,Melanophryniscus,melanophryniscus,stelzneri,stelzneri
3742,UF,uf,H,herp,30579,30579,Centrolene,centrolene,buckleyi,buckleyi
3744,UCMP,ucmp,,v,218417,218417,Omomyidae,,incertae sedis,
3746,UCMP,ucmp,,v,137811,137811,Sauromalus,sauromalus,obesus,ater
3752,UCMP,ucmp,,v,118912,118912,Uromastyx,uromastyx,sp.,
3754,UCMP,ucmp,,v,137816,137816,Varanus,varanus,rudicollis,rudicollis
3757,AMNH,amnh,M,mammals,19006,m-19006,Theropithecus,theropithecus,gelada,gelada
3758,AMNH,amnh,M,mammals,19014,m-19014,Macaca,macaca,sylvanus,sylvanus
3759,AMNH,amnh,M,mammals,30613,m-30613,Macaca,macaca,brunnescens,brunnescens
3763,UF,uf,VP,uf,327791,327791,Peradectes,peradectes,protinnominatus,protinnominatus
3765,AMNH,amnh,M,mammals,30615,m-30615,Macaca,macaca,brunnescens,brunnescens
3766,AMNH,amnh,M,mammals,43083,m-43083,Macaca,macaca,assamensis,assamensis
3767,AMNH,amnh,M,mammals,51615,m-51615,Lophocebus,atilax,albigena,paludinosus
3768,AMNH,amnh,M,mammals,52213,m-52213,Colobus,colobus,guereza,guereza
3769,AMNH,amnh,M,mammals,52215,m-52215,Colobus,colobus,guereza,guereza
3770,AMNH,amnh,M,mammals,52249,m-52249,Colobus,colobus,guereza,guereza
3774,UCMP,ucmp,,v,218385,218385,Adapidae,,incertae sedis,
3775,UCMP,ucmp,,v,218398,218398,Omomyidae,,incertae sedis,
3776,UCMP,ucmp,,v,218402,218402,Adapidae,,incertae sedis,
3777,UCMP,ucmp,,v,218415,218415,Omomyidae,,incertae sedis,
3778,UCMP,ucmp,,v,218416,218416,Omomyidae,,incertae sedis,
3779,UCMP,ucmp,,v,218426,218426,Omomyidae,,incertae sedis,
3780,UCMP,ucmp,,v,218432,218432,Omomyidae,,incertae sedis,
3781,UCMP,ucmp,,v,218433,218433,Omomyidae,,incertae sedis,
3782,UCMP,ucmp,,v,217940,217940,Adapidae,,incertae sedis,
3783,UCMP,ucmp,,v,229399,229399,Platychoerops,,sp.,
3784,UCMP,ucmp,,v,236056,236056,,,,
3785,UCMP,ucmp,,v,236062,236062,Adapis,adapis,parisiensis,parisiensis
3786,UCMP,ucmp,,v,236063,236063,Adapis,adapis,parisiensis,parisiensis
3787,UCMP,ucmp,,v,236064,236064,Adapis,adapis,parisiensis,parisiensis
3788,UCMP,ucmp,,v,236065,236065,Adapis,adapis,parisiensis,parisiensis
3789,UCMP,ucmp,,v,236067,236067,Platychoerops,,sp.,
3790,UCMP,ucmp,,v,236068,236068,Platychoerops,,sp.,
3791,UCMP,ucmp,,v,236069,236069,Platychoerops,,sp.,
3792,UCMP,ucmp,,v,236070,236070,Platychoerops,,sp.,
3793,UCMP,ucmp,,v,236071,236071,Platychoerops,,sp.,
3794,UCMP,ucmp,,v,236072,236072,Platychoerops,,sp.,
3795,UCMP,ucmp,,v,236073,236073,Platychoerops,,sp.,
3796,UCMP,ucmp,,v,236074,236074,Platychoerops,,sp.,
3797,UCMP,ucmp,,v,236075,236075,Platychoerops,,sp.,
3798,UCMP,ucmp,,v,236076,236076,Platychoerops,,sp.,
3799,UCMP,ucmp,,v,236077,236077,Platychoerops,,sp.,
3800,UCMP,ucmp,,v,236079,236079,Platychoerops,,sp.,
3802,UCMP,ucmp,,v,236081,236081,Platychoerops,platychoerops,sp.,
3803,UCMP,ucmp,,v,236082,236082,Adapidae,,incertae sedis,
3804,UCMP,ucmp,,v,236083,236083,Platychoerops,,sp.,
3824,UF,uf,H,herp,157233,157233,Craugastor,craugastor,laticeps,laticeps
3827,UF,uf,H,herp,167747,167747,Eleutherodactylus,eleutherodactylus,orientalis,orientalis
3828,UF,uf,H,herp,100828,100828,Heleophryne,hadromophryne,natalensis,natalensis
3835,USNM,usnm,,paleobiology,503885,pal503885,Callithrix,,jacchus,
3839,AMNH,amnh,M,mammals,186538,m-186538,Indri,hylaeamys,indri,megacephalus
3845,UF,uf,VP,uf,332176,332176,Talpavoides,talpavoides,sp. ,
3846,UF,uf,VP,uf,332022,332022,Talpavoides,talpavoides,sp. ,
3849,UF,uf,VP,uf,283016,283016,Colpocherus,niptomomys,sp.,doreenae
3850,UF,uf,VP,uf,283334,283334,Macrocranion,macrocranion,junnei,junnei
3851,UF,uf,VP,uf,284211,284211,Macrocranion,macrocranion,junnei,junnei
3852,USNM,usnm,,paleobiology,291056,pal291056,Ateles,isurus,geoffroyi,sp
3853,USNM,usnm,,paleobiology,337324,pal337324,Cebuella,dzieduszyckia,pygmaea,sonora
3854,USNM,usnm,,mammals,305066,305066,Daubentonia,daubentonia,madagascariensis,madagascariensis
3858,USNM,usnm,,paleobiology,13297,v13297,Ateles,hemiacodon,geoffroyi,gracilis
3862,USNM,usnm,A,mammals,14144,a14144,Ateles,ateles,geoffroyi,geoffroyi
3863,USNM,usnm,A,mammals,14153,a14153,Ateles,ateles,geoffroyi,geoffroyi
3864,USNM,usnm,A,mammals,14161,a14161,Ateles,ateles,geoffroyi,geoffroyi
3865,USNM,usnm,A,mammals,14162,a14162,Ateles,ateles,geoffroyi,geoffroyi
3866,USNM,usnm,,mammals,171074,171074,Ateles,ateles,geoffroyi,geoffroyi
3867,USNM,usnm,,paleobiology,284947,pal284947,Ateles,chilomycterus,geoffroyi,schoepfii
3868,USNM,usnm,,paleobiology,284948,pal284948,Ateles,chilomycterus,geoffroyi,schoepfii
3869,USNM,usnm,,paleobiology,284951,pal284951,Ateles,chilomycterus,geoffroyi,schoepfii
3870,USNM,usnm,,paleobiology,291055,pal291055,Ateles,isurus,geoffroyi,sp
3871,USNM,usnm,,paleobiology,291057,pal291057,Ateles,anomoeodus,geoffroyi,sp
3872,USNM,usnm,,paleobiology,291059,pal291059,Ateles,isurus,geoffroyi,sp
3873,USNM,usnm,,paleobiology,291060,pal291060,Ateles,isurus,geoffroyi,sp
3876,USNM,usnm,,mammals,291064,291064,Ateles,ateles,geoffroyi,geoffroyi
3877,USNM,usnm,,paleobiology,291968,pal291968,Ateles,scapanorhynchus,geoffroyi,sp
3878,USNM,usnm,,mammals,315840,315840,Ateles,ateles,geoffroyi,geoffroyi
3879,USNM,usnm,,mammals,336198,336198,Ateles,ateles,geoffroyi,geoffroyi
3880,USNM,usnm,,paleobiology,336200,pal336200,Ateles,lithornis,geoffroyi,celetius
3881,USNM,usnm,,paleobiology,336202,pal336202,Ateles,antiacodon,geoffroyi,pygmaeus
3882,USNM,usnm,,paleobiology,462159,pal462159,Cynocephalus,galeropygus,volans,agariciformis
3888,AMNH,amnh,M,mammals,100820,m-100820,Lepilemur,lepilemur,mustelinus,mustelinus
3899,UF,uf,H,herp,66557,66557,Hyla,hyla,femoralis,femoralis
3901,UF,uf,H,herp,63656,63656,Osteopilus,osteopilus,septentrionalis,septentrionalis
3905,MCZ,mcz,BOM,mamm,8879,8879,Necrolemur,epomophorus,antiquus,angolensis
3906,USNM,usnm,,mammals,14133,a14133,Alouatta,alouatta,palliata,palliata
3907,USNM,usnm,,paleobiology,36933,pal36933,Alouatta,syringostroma,palliata,niagarense
3908,USNM,usnm,,mammals,282798,282798,Alouatta,alouatta,palliata,palliata
3909,USNM,usnm,,paleobiology,282850,pal282850,Alouatta,carcharodon,palliata,megalodon
3910,USNM,usnm,,paleobiology,284636,pal284636,Alouatta,geospiza,palliata,magnirostris
3911,USNM,usnm,,paleobiology,284638,pal284638,Alouatta,geospiza,palliata,magnirostris
3912,USNM,usnm,,paleobiology,284641,pal284641,Alouatta,chelonoidis,palliata,abingdonii
3914,USNM,usnm,,paleobiology,337553,pal337553,Alouatta,populophyllum,palliata,minutum
3915,USNM,usnm,,paleobiology,337850,pal337850,Alouatta,dryosaurus,palliata,altus
3916,USNM,usnm,,paleobiology,337858,pal337858,Alouatta,genus,palliata,sp
3917,USNM,usnm,,paleobiology,339919,pal339919,Alouatta,carcharodon,palliata,megalodon
3918,USNM,usnm,,paleobiology,339921,pal339921,Alouatta,isurus,palliata,hastalis
3919,USNM,usnm,,mammals,556134,556134,Alouatta,alouatta,palliata,palliata
3922,UF,uf,VP,uf,283179,283179,Herpetotherium,peradectes,innominatum,protinnominatus
3924,UCMP,ucmp,,v,71477,71477,Platychoerops,plesiadapis,daubrei,daubrei
3925,USNM,usnm,,paleobiology,338964,pal338964,Chiropotes,coskinolinoides,satanas,jamaicensis
3926,USNM,usnm,,paleobiology,388161,pal388161,Chiropotes,plesiacanthoceras,chiropotes,wyomingense
3927,USNM,usnm,,paleobiology,388162,pal388162,Chiropotes,plesiacanthoceras,chiropotes,wyomingense
3928,USNM,usnm,,paleobiology,388163,pal388163,Chiropotes,plesiacanthoceras,chiropotes,wyomingense
3929,USNM,usnm,,paleobiology,388166,pal388166,Chiropotes,plesiacanthoceras,satanas,wyomingense
3930,USNM,usnm,,paleobiology,388168,pal388168,Chiropotes,plesiacanthoceras,satanas,wyomingense
3932,USNM,usnm,,mammals,406430,406430,Chiropotes,chiropotes,chiropotes,satanas
3933,USNM,usnm,,mammals,406576,406576,Chiropotes,chiropotes,chiropotes,satanas
3934,USNM,usnm,,mammals,406582,406582,Chiropotes,chiropotes,chiropotes,satanas
3935,USNM,usnm,,paleobiology,388165,pal388165,Chiropotes,plesiacanthoceras,chiropotes,wyomingense
3936,USNM,usnm,,mammals,406587,406587,Chiropotes,chiropotes,chiropotes,satanas
3937,USNM,usnm,,mammals,406588,406588,Chiropotes,chiropotes,satanas,satanas
3938,USNM,usnm,,mammals,406590,406590,Chiropotes,chiropotes,chiropotes,satanas
3939,USNM,usnm,,mammals,406591,406591,Chiropotes,chiropotes,satanas,satanas
3940,USNM,usnm,,mammals,406592,406592,Chiropotes,chiropotes,satanas,satanas
3950,USNM,usnm,,mammals,409768,409768,Chiropotes,chiropotes,satanas,satanas
3951,USNM,usnm,,paleobiology,300794,pal300794,Pithecia,cretolamna,pithecia,sp
3952,USNM,usnm,,paleobiology,339658,pal339658,Pithecia,lepidocyclina,pithecia,pustulosa
3953,USNM,usnm,,paleobiology,339659,pal339659,Pithecia,lepidocyclina,pithecia,pustulosa
3954,USNM,usnm,,paleobiology,339660,pal339660,Pithecia,lepidocyclina,pithecia,pustulosa
3955,USNM,usnm,,mammals,374748,374748,Pithecia,pithecia,pithecia,pithecia
3956,USNM,usnm,,mammals,374749,374749,Pithecia,pithecia,pithecia,pithecia
3957,USNM,usnm,,mammals,374754,374754,Pithecia,pithecia,pithecia,pithecia
3958,USNM,usnm,,mammals,374760,374760,Pithecia,pithecia,pithecia,pithecia
3959,USNM,usnm,,mammals,374763,374763,Pithecia,pithecia,pithecia,pithecia
3960,USNM,usnm,,mammals,374764,374764,Pithecia,pithecia,pithecia,pithecia
3961,USNM,usnm,,mammals,374765,374765,Pithecia,pithecia,pithecia,pithecia
3962,USNM,usnm,,paleobiology,395071,pal395071,Pithecia,pterodroma,pithecia,hypoleuca
3965,AMNH,amnh,M,mammals,103371,m-103371,Nasalis,simias,concolor,concolor
3978,USNM,usnm,,paleobiology,179919,pal179919,Aotus,productus,lemurinus,occidentalis
3979,USNM,usnm,,mammals,284779,284779,Aotus,aotus,lemurinus,lemurinus
3980,USNM,usnm,,paleobiology,281552,pal281552,Aotus,isurus,lemurinus,sp
3981,USNM,usnm,,paleobiology,281554,pal281554,Aotus,isurus,lemurinus,sp
3982,USNM,usnm,,paleobiology,179920,pal179920,Aotus,productus,lemurinus,waagenianus
3990,USNM,usnm,,paleobiology,179922,pal179922,Aotus,productus,lemurinus,subhorridus
3991,AMNH,amnh,M,mammals,52354,m-52354,Cercopithecus,cercopithecus,mitis,mitis
3992,AMNH,amnh,A,mammals,124113,m-124113,Hemiphractus,peromyscus,elioti,
3993,AMNH,amnh,M,mammals,52355,m-52355,Cercopithecus,cercopithecus,mitis,mitis
3994,USNM,usnm,,paleobiology,281551,pal281551,Aotus,isurus,lemurinus,sp
3995,USNM,usnm,,paleobiology,281555,pal281555,Aotus,isurus,lemurinus,sp
3996,USNM,usnm,,paleobiology,284776,pal284776,Aotus,sarda,lemurinus,sarda
3997,USNM,usnm,,mammals,284777,284777,Aotus,aotus,lemurinus,lemurinus
3998,USNM,usnm,,paleobiology,291971,pal291971,Aotus,cretolamna,lemurinus,sp
3999,USNM,usnm,,mammals,305575,305575,Aotus,aotus,lemurinus,lemurinus
4000,USNM,usnm,,paleobiology,305915,pal305915,Aotus,corum,lemurinus,perfectum
4002,USNM,usnm,,paleobiology,396499,pal396499,Aotus,apteribis,lemurinus,sp
4003,USNM,usnm,,paleobiology,396504,pal396504,Aotus,apteribis,lemurinus,sp
4004,USNM,usnm,,paleobiology,396505,pal396505,Aotus,apteribis,lemurinus,sp
4005,AMNH,amnh,M,mammals,52606,m-52606,Lophocebus,lophocebus,albigena,albigena
4006,USNM,usnm,,paleobiology,396506,pal396506,Aotus,apteribis,lemurinus,sp
4013,AMNH,amnh,M,mammals,52481,m-52481,Cercopithecus,cercopithecus,pogonias,mona
4015,AMNH,amnh,M,mammals,52596,m-52596,Lophocebus,lophocebus,albigena,albigena
4016,AMNH,amnh,M,mammals,52607,m-52607,Lophocebus,lophocebus,albigena,albigena
4017,AMNH,amnh,M,mammals,52613,m-52613,Lophocebus,lophocebus,albigena,albigena
4018,AMNH,amnh,M,mammals,52625,m-52625,Lophocebus,lophocebus,albigena,albigena
4019,AMNH,amnh,M,mammals,52634,m-52634,Cercocebus,cercocebus,galeritus,galeritus
4020,USNM,usnm,,paleobiology,465852,pal465852,Galago,brissopsis,senegalensis,steinhatcher
4021,USNM,usnm,,paleobiology,465853,pal465853,Galago,brissopsis,senegalensis,crescenticus
4022,USNM,usnm,,paleobiology,465889,pal465889,Galago,euspatangus,senegalensis,clevei
4024,AMNH,amnh,M,mammals,52635,m-52635,Cercocebus,cercocebus,galeritus,galeritus
4025,AMNH,amnh,M,mammals,52640,m-52640,Cercocebus,cercocebus,galeritus,galeritus
