media,downloaded file name,public url,doi,file type,file size,title,notes,specimen,specimen taxonomy,insitution,description/element,side,locality,relative age,absolute age,description/element updated,facility,scanner type,x res,y res,z res,voltage,amperage,watts,projections,frame averaging,wedge,shading correction,flux normalization,geometric callibration,calibration description,technicians,date uploaded,time uploaded,grant support,copyright holder,copyright license,citation instruction statement (to be copy-pasted into acknolwedgements)
M19553-37034,uf-herp-28924_M19553-37034.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/19553,,derivative file; application/stl,89.59 MB,STL of Skull,,uf-herp-28924,Draco spilopterus,"University of Florida, Florida Museum of Natural History",Skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01602637 mm,0.01602637 mm,0.01602637 mm,80 kv,200 ¥Ë_a,16 W,1800,3,No,No,No,1,,Edward Stanley,11/10/17,11:44:37,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M19553-37038,uf-herp-28924_M19553-37038.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/19553,,Raw file of group; ,1.7 GB,tomogram stack,,uf-herp-28924,Draco spilopterus,"University of Florida, Florida Museum of Natural History",Skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01602637 mm,0.01602637 mm,0.01602637 mm,80 kv,200 ¥Ë_a,16 W,1800,3,No,No,No,1,,Edward Stanley,11/10/17,11:44:37,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M19829-37531,uf-herp-121099_M19829-37531.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/19829,,,1.84 GB,tomogram stack,,uf-herp-121099,Xenorhina mehelyi complex,"University of Florida, Florida Museum of Natural History",,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.03992735 mm,0.03992735 mm,0.03992735 mm,120 kv,150 ¥Ë_a,18 W,1500,3,No,No,No,1,,Edward Stanley,11/17/17,16:50:50,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M19825-37521,uf-herp-133957_M19825-37521.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/19825,,derivative file; application/stl,983.02 MB,STL of skeleton (with osteoderms),,uf-herp-133957,Egernia whitii,"University of Florida, Florida Museum of Natural History",Whole Body STL,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02880272 mm,0.02880272 mm,0.02880272 mm,100 kv,200 ¥Ë_a,20.0 W,1200,3,No,No,No,1,,Edward Stanley,11/17/17,9:00:43,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M19825-37522,uf-herp-133957_M19825-37522.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/19825,,Raw file of group; ,5.55 GB,tomogram stack,,uf-herp-133957,Egernia whitii,"University of Florida, Florida Museum of Natural History",16bit Tiffs,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02880272 mm,0.02880272 mm,0.02880272 mm,100 kv,200 ¥Ë_a,20.0 W,1200,3,No,No,No,1,,Edward Stanley,11/17/17,9:00:43,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M19828-37530,uf-herp-38612_M19828-37530.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/19828,,,924.77 MB,tomogram stack,,uf-herp-38612,Afrixalus orophilus,"University of Florida, Florida Museum of Natural History",,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02332817 mm,0.02332817 mm,0.02332817 mm,100 kv,140 ¥Ë_a,14 W,1100,3,No,No,No,1,,Edward Stanley,11/17/17,15:38:31,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M19880-37668,uf-herp-13359_M19880-37668.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/19880,,Raw file of group; ,2.02 GB,tomogram stack,,uf-herp-13359,Ichthyosaura alpestris,"University of Florida, Florida Museum of Natural History",16bit tiffs,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01241766 mm,0.01241766 mm,0.01241766 mm,80 kv,140 ¥Ë_a,11.2 W,2100,3,No,No,No,1,,Edward Stanley,11/21/17,14:56:46,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M19881-37673,uf-herp-13359_M19881-37673.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/19881,,Raw file of group; ,837.27 MB,tomogram stack,,uf-herp-13359,Ichthyosaura alpestris,"University of Florida, Florida Museum of Natural History",16bit tiffs,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.03343048 mm,0.03343048 mm,0.03343048 mm,80 kv,140 ¥Ë_a,11.2 W,1200,3,No,No,No,1,,Edward Stanley,11/21/17,18:07:16,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M19897-37716,uf-herp-115655_M19897-37716.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/19897,,application/stl,55.56 MB,STL of Skeleton,,uf-herp-115655,Erpeton tentaculatum,"University of Florida, Florida Museum of Natural History",Skeleton,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.07087149 mm,0.07087149 mm,0.07087149 mm,110 kv,127 ¥Ë_a,13.97 W,2000,3,No,No,No,1,,Edward Stanley,11/22/17,10:03,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M19897-37717,uf-herp-115655_M19897-37717.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/19897,,Raw file of group; ,4.64 GB,tomogram stack,,uf-herp-115655,Erpeton tentaculatum,"University of Florida, Florida Museum of Natural History",16bit tiff,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.07087149 mm,0.07087149 mm,0.07087149 mm,110 kv,127 ¥Ë_a,13.97 W,2000,3,No,No,No,1,,Edward Stanley,11/22/17,10:03,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20178-38133,uf-herp-72880_M20178-38133.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20178,,Raw file of group; ,566.42 MB,tomogram stack,,uf-herp-72880,Uroplatus fimbriatus,"University of Florida, Florida Museum of Natural History",16bit tiffs,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.12461268 mm,0.12461268 mm,0.12461268 mm,100 kv,200 ¥Ë_a,20 W,900,3,No,No,No,0,,Edward Stanley,12/1/17,17:52:09,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20178-38135,uf-herp-72880_M20178-38135.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20178,,derivative file; application/stl,65.38 MB,STL of skeleton,,uf-herp-72880,Uroplatus fimbriatus,"University of Florida, Florida Museum of Natural History",Skeleton,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.12461268 mm,0.12461268 mm,0.12461268 mm,100 kv,200 ¥Ë_a,20 W,900,3,No,No,No,0,,Edward Stanley,12/1/17,17:52:09,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20179-38134,uf-herp-72880_M20179-38134.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20179,,Raw file of group; ,4.13 GB,tomogram stack,,uf-herp-72880,Uroplatus fimbriatus,"University of Florida, Florida Museum of Natural History",Skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.04136236 mm,0.04136236 mm,0.04136236 mm,100 kv,200 ¥Ë_a,20 W,2200,3,No,No,No,0,,Edward Stanley,12/1/17,18:03,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20179-38136,uf-herp-72880_M20179-38136.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20179,,derivative file; application/stl,109.65 MB,STL of skull,,uf-herp-72880,Uroplatus fimbriatus,"University of Florida, Florida Museum of Natural History",Skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.04136236 mm,0.04136236 mm,0.04136236 mm,100 kv,200 ¥Ë_a,20 W,2200,3,No,No,No,0,,Edward Stanley,12/1/17,18:03,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20180-38137,uf-herp-92871_M20180-38137.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20180,,Raw file of group; ,798.78 MB,tomogram stack,,uf-herp-92871,Cynops pyrrhogaster,"University of Florida, Florida Museum of Natural History",16bit tiffs,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.04706053 mm,0.04706053 mm,0.04706053 mm,80 kv,140 ¥Ë_a,11.2 W,2200,3,No,No,No,1,,Edward Stanley,12/3/17,15:25:48,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20181-38138,uf-herp-92871_M20181-38138.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20181,,Raw file of group; ,3.05 GB,tomogram stack,,uf-herp-92871,Cynops pyrrhogaster,"University of Florida, Florida Museum of Natural History",Skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01357116 mm,0.01357116 mm,0.01357116 mm,80 kv,140 ¥Ë_a,11.2 W,2200,3,No,No,No,1,,Edward Stanley,12/4/17,10:10:57,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20182-38195,uf-herp-93517_M20182-38195.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20182,,Raw file of group; ,4.86 GB,tomogram stack,,uf-herp-93517,Pleurodeles waltl,"University of Florida, Florida Museum of Natural History",16bit tiffs,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01357116 mm,0.01357116 mm,0.01357116 mm,80 kv,140 ¥Ë_a,11.2 W,2200,,No,No,No,0,,Edward Stanley,12/4/17,10:21:23,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20183-38139,uf-herp-93517_M20183-38139.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20183,,Raw file of group; ,798.78 MB,tomogram stack,,uf-herp-93517,Pleurodeles waltl,"University of Florida, Florida Museum of Natural History",Skeleton,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.06104965 mm,0.06104965 mm,0.06104965 mm,80 kv,140 ¥Ë_a,11.2 W,800,3,No,No,No,1,,Edward Stanley,12/4/17,11:20:20,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20310-38446,uf-herp-26607_M20310-38446.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20310,,derivative file; application/stl,70.19 MB,STL of Skull,,uf-herp-26607,Ambystoma maculatum,"University of Florida, Florida Museum of Natural History",Skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02026375 mm,0.02026375 mm,0.02026375 mm,90 kv,200 ¥Ë_a,18 W,2200,3,No,No,No,1,,Edward Stanley,12/12/17,12:18:16,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20310-38447,uf-herp-26607_M20310-38447.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20310,,Raw file of group; ,4.33 GB,tomogram stack,,uf-herp-26607,Ambystoma maculatum,"University of Florida, Florida Museum of Natural History",16bit tiffs,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02026375 mm,0.02026375 mm,0.02026375 mm,90 kv,200 ¥Ë_a,18 W,2200,3,No,No,No,1,,Edward Stanley,12/12/17,12:18:16,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20474-39474,uf-herp-64720_M20474-39474.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20474,,Raw file of group; ,1.04 GB,tomogram stack,,uf-herp-64720,Conraua goliath,"University of Florida, Florida Museum of Natural History",Whole body,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.14709178 mm,0.14709178 mm,0.14709178 mm,120 kv,200 ¥Ë_a,24 W,1900,3,No,No,No,0,,Edward Stanley,12/15/17,14:08:13,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20474-39477,uf-herp-64720_M20474-39477.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20474,,derivative file; application/stl,288.72 MB,STL of skeleton,,uf-herp-64720,Conraua goliath,"University of Florida, Florida Museum of Natural History",Skeleton,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.14709178 mm,0.14709178 mm,0.14709178 mm,120 kv,200 ¥Ë_a,24 W,1900,3,No,No,No,0,,Edward Stanley,12/15/17,14:08:13,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20753-39479,uf-herp-41558_M20753-39479.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20753,,Raw file of group; ,2.65 GB,tomogram stack,,uf-herp-41558,Amblyrhynchus cristatus,"University of Florida, Florida Museum of Natural History",Skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.05162358 mm,0.05162358 mm,0.05162358 mm,120 kv,200 ¥Ë_a,24 W,1900,3,No,No,No,1,,Edward Stanley,1/16/18,14:01:19,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20753-39536,uf-herp-41558_M20753-39536.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20753,,derivative file; application/stl,147.54 MB,STL of Skull,,uf-herp-41558,Amblyrhynchus cristatus,"University of Florida, Florida Museum of Natural History",Skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.05162358 mm,0.05162358 mm,0.05162358 mm,120 kv,200 ¥Ë_a,24 W,1900,3,No,No,No,1,,Edward Stanley,1/16/18,14:01:19,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20786-39537,uf-herp-41558_M20786-39537.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20786,,Raw file of group; ,1.29 GB,tomogram stack,,uf-herp-41558,Amblyrhynchus cristatus,"University of Florida, Florida Museum of Natural History",16bit tiffs,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.14778937 mm,0.14778937 mm,0.14778937 mm,120 kv,200 ¥Ë_a,24 W,1900,,No,No,No,1,,Edward Stanley,1/17/18,14:20:06,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20786-39538,uf-herp-41558_M20786-39538.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20786,,derivative file; application/stl,215.74 MB,STL of skeleton,,uf-herp-41558,Amblyrhynchus cristatus,"University of Florida, Florida Museum of Natural History",Skeleton,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.14778937 mm,0.14778937 mm,0.14778937 mm,120 kv,200 ¥Ë_a,24 W,1900,,No,No,No,1,,Edward Stanley,1/17/18,14:20:06,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20797-39566,uf-herp-41534_M20797-39566.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20797,,derivative file; application/stl,58.71 MB,STL of Skeleton,,uf-herp-41534,Cachryx defensor,"University of Florida, Florida Museum of Natural History",Skeleton,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.09139658 mm,0.09139658 mm,0.09139658 mm,100 kv,200 ¥Ë_a,20 W,1000,3,No,No,No,1,,Edward Stanley,1/18/18,14:01:51,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20797-39567,uf-herp-41534_M20797-39567.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20797,,Raw file of group; ,668.95 MB,tomogram stack,,uf-herp-41534,Cachryx defensor,"University of Florida, Florida Museum of Natural History",16 bit Tiffs,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.09139658 mm,0.09139658 mm,0.09139658 mm,100 kv,200 ¥Ë_a,20 W,1000,3,No,No,No,1,,Edward Stanley,1/18/18,14:01:51,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20849-39656,uf-herp-84822_M20849-39656.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20849,,derivative file; application/stl,208.65 MB,STL of Skull,,uf-herp-84822,Eunectes murinus,"University of Florida, Florida Museum of Natural History",Skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.07350972 mm,0.07350972 mm,0.07350972 mm,100 kv,200 ¥Ë_a,20 W,1900,3,No,No,No,1,,Edward Stanley,1/22/18,16:41:53,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20950-39833,uf-herp-104602_M20950-39833.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20950,,Raw file of group; ,438.69 MB,tomogram stack,,uf-herp-104602,Rhaebo blombergi,"University of Florida, Florida Museum of Natural History",16 bit tomogram stack,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.11419633 mm,0.11419633 mm,0.11419633 mm,150 kv,200 ¥Ë_a,30 W,1600,3,No,No,No,0,,Edward Stanley,1/24/18,17:35:59,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M20998-39891,uf-herp-63892_M20998-39891.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20998,,Raw file of group; ,16.64 MB,tomogram stack,,uf-herp-63892,Tylototriton verrucosus,"University of Florida, Florida Museum of Natural History",16 bit tomogram stack,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.06409624 mm,0.06409624 mm,0.06409624 mm,80 kv,200 ¥Ë_a,16 W,18,2,No,No,No,1,,Edward Stanley,1/25/18,17:23:50,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M21178-40242,uf-herp-119459_M21178-40242.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/21178,,Raw file of group; ,3.6 GB,tomogram stack,,uf-herp-119459,Smaug giganteus,"University of Florida, Florida Museum of Natural History",16 bit tomogram stack,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.06603870 mm,0.06603870 mm,0.06603870 mm,120 kv,200 ¥Ë_a,24 W,18,2,No,No,No,1,,Edward Stanley,2/1/18,16:18:33,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M21172-40231,uf-herp-126296_M21172-40231.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/21172,,Raw file of group; ,2.23 GB,tomogram stack,,uf-herp-126296,Moloch horridus,"University of Florida, Florida Museum of Natural History",16 bit tomogram stack,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.07349211 mm,0.07349211 mm,0.07349211 mm,80 kv,200 ¥Ë_a,16 W,18,2,No,No,No,1,,Edward Stanley,2/1/18,15:39:05,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M21164-40224,uf-herp-76734_M21164-40224.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/21164,,,400.54 MB,tomogram stack,,uf-herp-76734,Ichthyophis bombayensis,"University of Florida, Florida Museum of Natural History",skeleton,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01572038 mm,0.01572038 mm,0.01572038 mm,120 kv,250 ¥Ë_a,30 W,18,3,No,No,No,1,,Edward Stanley,2/1/18,13:59:49,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M21215-40299,uf-herp-129938_M21215-40299.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/21215,,Raw file of group; ,4.98 GB,tomogram stack,,uf-herp-129938,Dracaena guianensis,"University of Florida, Florida Museum of Natural History",16 bit tomogram stack,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.10516064 mm,0.10516064 mm,0.10516064 mm,160 kv,200 ¥Ë_a,32 W,18,2,No,No,No,1,,Edward Stanley,2/2/18,18:05:10,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M21210-40293,uf-herp-167975_M21210-40293.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/21210,,Raw file of group; ,5.18 GB,tomogram stack,,uf-herp-167975,Heloderma suspectum,"University of Florida, Florida Museum of Natural History",16 bit tomogram stack,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.04999415 mm,0.04999415 mm,0.04999415 mm,120 kv,150 ¥Ë_a,18 W,18,2,No,No,No,1,,Edward Stanley,2/2/18,15:53:57,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M21213-40298,uf-herp-2180_M21213-40298.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/21213,,Raw file of group; ,2.15 GB,tomogram stack,,uf-herp-2180,Tribolonotus sp.,"University of Florida, Florida Museum of Natural History",16 bit tomogram stack,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.03692734 mm,0.03692734 mm,0.03692734 mm,100 kv,150 ¥Ë_a,15 W,18,2,No,No,No,1,,Edward Stanley,2/2/18,17:34:11,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M21289-40443,UF-H-92093_M21289-40443.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/21289,,Raw file of group; ,6.33 GB,tomogram stack,,UF-H-92093,Pyxicephalus adspersus,"University of Florida, Florida Museum of Natural History",16 bit tomogram stack,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.07609264 mm,0.07609264 mm,0.07609264 mm,120 kv,200 ¥Ë_a,24 W,18,2,No,No,No,1,,Edward Stanley,2/7/18,17:37:18,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M21471-40810,uf-herp-108192_M21471-40810.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/21471,,Raw file of group; ,2.88 GB,tomogram stack,,uf-herp-108192,Pseudacris crucifer,"University of Florida, Florida Museum of Natural History",16 bit tomogram stack,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01541335 mm,0.01541335 mm,0.01541335 mm,80 kv,200 ¥Ë_a,16 W,18,2,No,No,No,1,,Edward Stanley,2/16/18,19:06:12,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M21470-40809,uf-herp-109432_M21470-40809.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/21470,,Raw file of group; ,2.78 GB,tomogram stack,,uf-herp-109432,Pseudacris ornata,"University of Florida, Florida Museum of Natural History",1,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02187806 mm,0.02187806 mm,0.02187806 mm,100 kv,200 ¥Ë_a,20 W,18,2,No,No,No,1,,Edward Stanley,2/16/18,18:34:09,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M21664-41439,uf-herp-166699_M21664-41439.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/21664,,Raw file of group; ,1.8 GB,tomogram stack,,uf-herp-166699,Ptychohyla hypomykter,"University of Florida, Florida Museum of Natural History",16 bit tiff  stack,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.06152055 mm,0.06628684 mm,0.06628684 mm,100 kv,200 ¥Ë_a,20 W,18,2,No,No,No,1,,Edward Stanley,2/22/18,15:05:36,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M22056-42667,uf-herp-104602_M22056-42667.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/22056,,Raw file of group; ,1.81 GB,tomogram stack,,uf-herp-104602,Rhaebo blombergi,"University of Florida, Florida Museum of Natural History",16 bit tomogram stack,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.11419633 mm,0.11419633 mm,0.11419633 mm,150 kv,200 ¥Ë_a,30 W,18,2,No,No,No,1,,Edward Stanley,3/1/18,15:47:35,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M22106-42795,uf-herp-29244_M22106-42795.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/22106,,Raw file of group; ,683.15 MB,tomogram stack,,uf-herp-29244,Ingerophrynus biporcatus,"University of Florida, Florida Museum of Natural History",16 bit tomogram stack,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.04161042 mm,0.04161042 mm,0.04161042 mm,90 kv,200 ¥Ë_a,18 W,1600,2,No,No,No,1,,Edward Stanley,3/2/18,16:14:01,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M22299-43453,uf-herp-21461_M22299-43453.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/22299,,Raw file of group; ,1.43 GB,tomogram stack,,uf-herp-21461,Alligator mississippiensis,"University of Florida, Florida Museum of Natural History",16bit tiffs,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.08635260 mm,0.08635260 mm,0.08635260 mm,100 kv,200 ¥Ë_a,20 W,2000,3,No,No,No,1,,Edward Stanley,3/8/18,20:14:38,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M22299-43459,uf-herp-21461_M22299-43459.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/22299,,derivative file; application/stl,292.51 MB,STL of skeleton,,uf-herp-21461,Alligator mississippiensis,"University of Florida, Florida Museum of Natural History",Skeleton,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.08635260 mm,0.08635260 mm,0.08635260 mm,100 kv,200 ¥Ë_a,20 W,2000,3,No,No,No,1,,Edward Stanley,3/8/18,20:14:38,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
