media,downloaded file name,public url,doi,file type,file size,title,notes,specimen,specimen taxonomy,insitution,description/element,side,locality,relative age,absolute age,description/element updated,facility,scanner type,x res,y res,z res,voltage,amperage,watts,projections,frame averaging,wedge,shading correction,flux normalization,geometric callibration,calibration description,technicians,date uploaded,time uploaded,grant support,copyright holder,copyright license,citation instruction statement (to be copy-pasted into acknolwedgements)
M15007-27096,jfbm-fishes-47154_M15007-27096.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15007,,,3.68 GB,Parablennius yatabei -tomogram stack,,jfbm-fishes-47154,Parablennius yatabei,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0099 mm,0.0099 mm,0.0099 mm, kv, ¥Ë_a, W,,,No,No,No,0,,,6/14/17,14:13:57,,Bell Museum of Natural History,,
M15020-33106,jfbm-fishes-48151_M15020-33106.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15020,,,84.52 MB,Nematalosa come - images/ tomogram stack/ log data,,jfbm-fishes-48151,Nematalosa come,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0328 mm,0.0328 mm,0.0328 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,6/15/17,13:48:45,,Bell Museum of Natural History,,
M15025-27152,jfbm-fishes-48896_M15025-27152.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15025,,image/jpeg,273.12 KB,Clupeichthys aesarnensis- headshot,,jfbm-fishes-48896,Clupeichthys aesarnensis,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0257 mm,0.0257 mm,0.0257 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,6/15/17,14:41:32,,Bell Museum of Natural History,,
M15025-27153,jfbm-fishes-48896_M15025-27153.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15025,,image/jpeg,202.46 KB,Clupeichthys aesarnensis - lateral,,jfbm-fishes-48896,Clupeichthys aesarnensis,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0257 mm,0.0257 mm,0.0257 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,6/15/17,14:41:32,,Bell Museum of Natural History,,
M15025-27154,jfbm-fishes-48896_M15025-27154.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15025,,,178.56 MB,Clupeichthys aesarnensis - tomogram stack,,jfbm-fishes-48896,Clupeichthys aesarnensis,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0257 mm,0.0257 mm,0.0257 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,6/15/17,14:41:32,,Bell Museum of Natural History,,
M15252-27879,jfbm-fishes-43813_M15252-27879.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15252,,,2.66 MB,Pimephales vigilax - tomogram stack,,jfbm-fishes-43813,Pimephales vigilax,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.035 mm,0.035 mm,0.035 mm, kv, ¥Ë_a, W,,,No,No,No,0,,,6/28/17,18:42:08,,Bell Museum of Natural History,,
M15338-28055,jfbm-fishes-16111_M15338-28055.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15338,,,910.03 MB,Semotilus corporalis - tomogram stack,,jfbm-fishes-16111,Semotilus corporalis,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0357 mm,0.0357 mm,0.0357 mm,60 kv,133 ¥Ë_a, W,,,No,No,No,0,,,7/4/17,3:26:32,,Bell Museum of Natural History,,
M15338-30709,jfbm-fishes-16111_M15338-30709.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15338,,,152.56 MB,  Semotilus corporalis - image/ tomogram stack/ log file,,jfbm-fishes-16111,Semotilus corporalis,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0357 mm,0.0357 mm,0.0357 mm,60 kv,133 ¥Ë_a, W,,,No,No,No,0,,,7/4/17,3:26:32,,Bell Museum of Natural History,,
M15545-28609,jfbm-fishes-46365_M15545-28609.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15545,,,18.19 MB,Meiacanthus atrodorsalis - tomogram stack 1(2),,jfbm-fishes-46365,Meiacanthus atrodorsalis,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.028 mm,0.028 mm,0.028 mm,63 kv,119 ¥Ë_a, W,,,No,No,No,0,,,7/13/17,20:44:30,,Bell Museum of Natural History,,
M15545-28610,jfbm-fishes-46365_M15545-28610.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15545,,,29.13 MB,Meiacanthus atrodorsalis - tomogram stack 2 (U),,jfbm-fishes-46365,Meiacanthus atrodorsalis,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.028 mm,0.028 mm,0.028 mm,63 kv,119 ¥Ë_a, W,,,No,No,No,0,,,7/13/17,20:44:30,,Bell Museum of Natural History,,
M15546-28611,jfbm-fishes-46365_M15546-28611.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15546,,,52.06 MB,Meiacanthus atrodorsalis - tomogram stack 3 (T),,jfbm-fishes-46365,Meiacanthus atrodorsalis,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0174 mm,0.0174 mm,0.0174 mm,63 kv,119 ¥Ë_a, W,,,No,No,No,0,,,7/13/17,20:50:51,,Bell Museum of Natural History,,
M15555-28623,jfbm-fishes-46767_M15555-28623.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15555,,,33.38 MB,Aspidontus taeniatus - tomogram stack,,jfbm-fishes-46767,Aspidontus taeniatus taeniatus,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.028 mm,0.028 mm,0.028 mm,63 kv,119 ¥Ë_a, W,,,No,No,No,0,,,7/13/17,22:28:10,,Bell Museum of Natural History,,
M15547-28612,jfbm-fishes-47028_M15547-28612.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15547,,,50.61 MB,Plagiotremus tapeinosoma - tomogram stack 2(heart),,jfbm-fishes-47028,Plagiotremus tapeinosoma,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.028 mm,0.028 mm,0.028 mm,63 kv,119 ¥Ë_a, W,,,No,No,No,0,,,7/13/17,20:57:47,,Bell Museum of Natural History,,
M15554-28621,jfbm-fishes-47028_M15554-28621.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15554,,,59.39 MB,Plagiotremus tapeinosoma - tomogram stack 3(N),,jfbm-fishes-47028,Plagiotremus tapeinosoma,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0174 mm,0.0174 mm,0.0174 mm,63 kv,119 ¥Ë_a, W,,,No,No,No,0,,,7/13/17,22:18:22,,Bell Museum of Natural History,,
M15554-28622,jfbm-fishes-47028_M15554-28622.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15554,,,43.67 MB,Plagiotremus tapeinosoma - tomogram stack 4(M),,jfbm-fishes-47028,Plagiotremus tapeinosoma,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0174 mm,0.0174 mm,0.0174 mm,63 kv,119 ¥Ë_a, W,,,No,No,No,0,,,7/13/17,22:18:22,,Bell Museum of Natural History,,
M15570-28733,jfbm-fishes-47060_M15570-28733.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15570,,image/jpeg,25.58 KB,Meiacanthus kamoharai - lateral,,jfbm-fishes-47060,Meiacanthus kamoharai,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0181 mm,0.0181 mm,0.0181 mm,63 kv,119 ¥Ë_a, W,,,No,No,No,0,,,7/14/17,14:17:41,,Bell Museum of Natural History,,
M15570-28734,jfbm-fishes-47060_M15570-28734.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15570,,,26.25 MB,Meiacanthus kamoharai - tomogram stack,,jfbm-fishes-47060,Meiacanthus kamoharai,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0181 mm,0.0181 mm,0.0181 mm,63 kv,119 ¥Ë_a, W,,,No,No,No,0,,,7/14/17,14:17:41,,Bell Museum of Natural History,,
M15569-28731,jfbm-fishes-47086_M15569-28731.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15569,,image/jpeg,21.47 KB,Plagiotremus rhinorhynchos - lateral,,jfbm-fishes-47086,Plagiotremus rhinorhynchos,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0181 mm,0.0181 mm,0.0181 mm,63 kv,119 ¥Ë_a, W,,,No,No,No,0,,,7/14/17,14:12:49,,Bell Museum of Natural History,,
M15569-28732,jfbm-fishes-47086_M15569-28732.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15569,,,38.81 MB,Plagiotremus rhinorhynchos - tomogram stack,,jfbm-fishes-47086,Plagiotremus rhinorhynchos,Bell Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0181 mm,0.0181 mm,0.0181 mm,63 kv,119 ¥Ë_a, W,,,No,No,No,0,,,7/14/17,14:12:49,,Bell Museum of Natural History,,
